,Unnamed: 0,RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,prf,FreqOffset,PulseWidth,BW,DL_throughput_bps,DL_goodput_bps,UL_throughput_bps,UL_goodput_bps,DLReTxPrcnt,ULReTxPrcnt
65,1309.5,10.5,49.35,25.05,24.3,19.759999999999998,11.05,7.15,3.9,20.6175,99635.6,48712.8,30884.8,21466.0,14.0,0.0,51.0,5.0,800.0,0.0,3.740000000000001e-05,20000000.0,1992712.0,974256.0,617696.0,429320.0,0.49046553528121156,0.3464352314352314
66,1329.5,10.5,150.7,97.25,53.45,20.780499999999996,77.75,43.35,34.4,21.38,21635.2,13653.6,20655.2,11035.6,2.0,0.0,51.0,5.0,2500.0,0.0,6.799999999999999e-05,20000000.0,432704.0,273072.0,413104.0,220712.0,0.354898346489778,0.4416934172968453
67,1349.5,10.5,91.3,60.8,30.5,24.139999999999997,23.4,16.35,7.05,26.178000000000004,154010.8,99693.2,45987.2,31905.2,7.0,0.0,51.0,5.0,750.0,0.0,9.38e-05,20000000.0,3080216.0,1993864.0,919744.0,638104.0,0.33162606954176915,0.2917618697092382
68,1369.5,10.5,140.1,71.7,68.4,19.7965,72.95,35.85,37.1,19.5775,18469.6,8989.6,18535.2,8386.0,2.0,0.0,51.0,5.0,4800.0,0.0,5.609999999999999e-05,20000000.0,369392.0,179792.0,370704.0,167720.0,0.488984510307252,0.5067510786371793
69,1389.5,10.5,48.0,16.25,31.75,22.3575,10.15,3.9,6.25,23.249000000000002,109737.6,34610.4,38118.0,11805.6,14.0,0.0,51.0,5.0,3840.0,0.0,2.42e-05,20000000.0,2194752.0,692208.0,762360.0,236112.0,0.6610446503517771,0.6111299811299811
70,1409.5,10.5,140.35,98.75,41.6,21.258000000000003,46.65,31.2,15.45,20.529500000000002,82828.4,56964.0,29316.0,18328.8,4.0,0.0,51.0,5.0,1875.0,0.0,1.1e-05,20000000.0,1656568.0,1139280.0,586320.0,366576.0,0.2960595895601266,0.329462858765286
71,1429.5,10.5,69.0,27.9,41.1,16.093,26.15,7.85,18.3,12.686,40063.2,20212.0,5596.4,1928.8,7.0,0.0,51.0,5.0,5000.0,0.0,3.7900000000000006e-05,20000000.0,801264.0,404240.0,111928.0,38576.0,0.5950421300499686,0.6989251707973474
72,1449.5,10.5,160.0,101.35,58.65,24.35,84.8,52.85,31.95,26.253999999999998,25219.2,15978.4,28268.8,17804.8,2.0,0.0,51.0,5.0,2000.0,0.0,9.03e-05,20000000.0,504384.0,319568.0,565376.0,356096.0,0.36656249999999996,0.37529978638992556
73,1469.5,10.5,48.3,15.1,33.2,24.115000000000002,9.4,2.55,6.85,26.1615,122152.4,38316.4,40310.8,10870.0,14.0,0.0,51.0,5.0,2500.0,0.0,2.04e-05,20000000.0,2443048.0,766328.0,806216.0,217400.0,0.6869198771172728,0.7267207792207792
74,1489.5,10.5,144.0,79.8,64.2,18.143000000000004,80.5,40.25,40.25,18.225,17895.2,9586.4,14617.6,6862.8,2.0,0.0,51.0,5.0,3840.0,0.0,6.13e-05,20000000.0,357904.0,191728.0,292352.0,137256.0,0.44585798769888185,0.4981007732799414
75,1509.5,10.5,92.4,67.25,25.15,22.0975,24.8,16.0,8.8,22.9595,134539.2,99075.6,36482.8,25555.2,7.0,0.0,51.0,5.0,625.0,0.0,7.090000000000002e-05,20000000.0,2690784.0,1981512.0,729656.0,511104.0,0.27130894021168833,0.3465648240648241
76,1529.5,10.5,152.15,117.8,34.35,20.391999999999996,47.8,35.3,12.5,20.994500000000002,88068.4,64394.4,32765.6,22068.4,4.0,0.0,51.0,5.0,1250.0,0.0,2.63e-05,20000000.0,1761368.0,1287888.0,655312.0,441368.0,0.22569722081407204,0.26017584308294256
77,1549.5,10.5,145.8,86.15,59.65,22.881000000000004,43.45,27.25,16.2,24.778,102836.4,56468.0,34643.6,21032.8,4.0,0.0,51.0,5.0,2560.0,0.0,7.599999999999999e-06,20000000.0,2056728.0,1129360.0,692872.0,420656.0,0.408972795034256,0.3657967579755414
78,1569.5,10.5,141.65,67.4,74.25,19.7125,72.55,34.8,37.75,19.968500000000002,19983.6,8621.6,18630.8,8145.2,2.0,0.0,51.0,5.0,4800.0,0.0,6.0099999999999984e-05,20000000.0,399672.0,172432.0,372616.0,162904.0,0.5238949437665725,0.5159631777804602
79,1589.5,10.5,159.65,132.1,27.55,24.436,51.45,45.95,5.5,26.377499999999998,107346.8,87025.6,44511.6,39512.0,4.0,0.0,51.0,5.0,600.0,0.0,6.210000000000002e-05,20000000.0,2146936.0,1740512.0,890232.0,790240.0,0.17251229002467958,0.10583009758711356
80,1609.5,10.5,160.0,147.75,12.25,24.186,51.55,49.05,2.5,26.071500000000004,104681.2,95398.4,44660.0,42347.6,4.0,0.0,51.0,5.0,500.0,0.0,5.4e-05,20000000.0,2093624.0,1907968.0,893200.0,846952.0,0.07656249999999999,0.04750492520827066
81,1629.5,10.5,153.3,70.6,82.7,24.302999999999997,42.3,19.4,22.9,26.278000000000002,107615.2,47151.6,37354.0,15742.8,4.0,0.0,51.0,5.0,3000.0,0.0,9.099999999999999e-05,20000000.0,2152304.0,943032.0,747080.0,314856.0,0.5393532264814326,0.5367871072146151
82,1649.5,10.5,116.65,41.15,75.5,19.762500000000003,38.85,13.55,25.3,16.6,55046.4,18663.2,19428.4,5586.0,4.0,0.0,51.0,5.0,4800.0,0.0,5.75e-05,20000000.0,1100928.0,373264.0,388568.0,111720.0,0.6480453892739068,0.6486604393669447
83,1669.5,10.5,159.85,136.25,23.6,24.2825,50.7,45.8,4.9,26.207,108882.4,89030.8,43717.6,39040.8,4.0,0.0,51.0,5.0,600.0,0.0,9.2e-06,20000000.0,2177648.0,1780616.0,874352.0,780816.0,0.1476139937106918,0.09475118974564538
84,1689.5,10.5,159.1,128.85,30.25,22.229,89.45,70.15,19.3,23.523000000000003,23101.2,18652.4,26768.4,20791.6,2.0,0.0,51.0,5.0,1920.0,0.0,3.199999999999999e-06,20000000.0,462024.0,373048.0,535368.0,415832.0,0.19021829088940628,0.21453108158990597
85,1709.5,10.5,127.95,70.5,57.45,17.4275,46.0,23.2,22.8,14.847,65798.0,29662.4,19188.4,9506.0,4.0,0.0,51.0,5.0,2500.0,0.0,9.369999999999999e-05,20000000.0,1315960.0,593248.0,383768.0,190120.0,0.4489604992854856,0.4920902274313027
86,1729.5,10.5,155.75,113.4,42.35,20.405,81.6,51.0,30.6,21.561500000000002,21079.6,15114.0,22004.8,13472.0,2.0,0.0,51.0,5.0,1500.0,0.0,8.470000000000001e-05,20000000.0,421592.0,302280.0,440096.0,269440.0,0.27202533116616634,0.3719096001139547
87,1749.5,10.5,34.65,14.05,20.6,2.2904999999999998,25.45,9.1,16.35,0.12250000000000001,10442.0,5105.6,1620.4,560.8,7.0,0.0,51.0,5.0,4000.0,0.0,6.35e-05,20000000.0,208840.0,102112.0,32408.0,11216.0,0.5876390217500074,0.6418853718883704
88,1769.5,10.5,160.0,122.7,37.3,24.345499999999994,85.7,58.2,27.5,26.261000000000003,25554.0,19714.0,28683.2,19652.0,2.0,0.0,51.0,5.0,1875.0,0.0,2.0700000000000002e-05,20000000.0,511080.0,394280.0,573664.0,393040.0,0.23312500000000003,0.32035872047387715
89,1789.5,10.5,160.0,114.6,45.4,21.823000000000004,86.6,57.4,29.2,23.161499999999997,23045.2,16194.0,24452.8,16139.2,2.0,0.0,51.0,5.0,1875.0,0.0,7.7e-05,20000000.0,460904.0,323880.0,489056.0,322784.0,0.28374999999999995,0.3367434674692267
