,RNTI,numDLTotal,numDLnew,numReTx_DL,avgMCS_DL,numULTotal,numULnew,numReTx_UL,avgMCS_UL,DL_throughput_bits,DL_goodput_bits,UL_throughput_bits,UL_goodput_bits,TTI,PulseBWoffset,numRBs,NumFrames,FolderName,prf,FreqOffset,PulseWidth,BW,DL_throughput_bps,DL_goodput_bps,UL_throughput_bps,UL_goodput_bps,DLReTxPrcnt,ULReTxPrcnt
50,11,46,15,31,21.98,12,4,8,22.08,112688,33584,31584,12440,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,2253760.0,671680.0,631680.0,248800.0,0.6739130434782609,0.6666666666666666
51,12,43,14,29,22.91,9,3,6,20.33,113416,33184,22336,8848,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,2268320.0,663680.0,446720.0,176960.0,0.6744186046511628,0.6666666666666666
52,13,43,15,28,22.84,9,3,6,21.0,105400,30784,22344,8208,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,2108000.0,615680.0,446880.0,164160.0,0.6511627906976745,0.6666666666666666
53,14,44,15,29,20.84,10,3,7,20.8,116456,33552,28224,9360,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,2329120.0,671040.0,564480.0,187200.0,0.6590909090909091,0.7
54,15,37,14,23,22.24,11,3,8,21.55,83656,26240,24024,6880,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,1673120.0,524800.0,480480.0,137600.0,0.6216216216216216,0.7272727272727273
55,16,44,15,29,21.48,8,2,6,20.0,111848,34784,19008,4752,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,2236960.0,695680.0,380160.0,95040.0,0.6590909090909091,0.75
56,17,39,15,24,21.51,8,2,6,19.75,104040,33840,17984,4496,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,2080800.0,676800.0,359680.0,89920.0,0.6153846153846154,0.75
57,18,45,16,29,20.78,8,2,6,19.25,113472,35784,19008,4752,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,2269440.0,715680.0,380160.0,95040.0,0.6444444444444445,0.75
58,19,34,14,20,20.79,10,3,7,24.3,82840,28968,26000,8248,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,1656800.0,579360.0,520000.0,164960.0,0.5882352941176471,0.7
59,20,44,15,29,21.95,9,3,6,20.33,105176,36144,21224,7736,14,5000000,51,5,241220-103942,2400,5000000,7.69e-05,1000000,2103520.0,722880.0,424480.0,154720.0,0.6590909090909091,0.6666666666666666
60,1,84,56,28,20.27,26,16,10,18.96,101904,72720,30328,21848,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2038080.0,1454400.0,606560.0,436960.0,0.3333333333333333,0.38461538461538464
61,2,88,59,29,20.56,24,16,8,19.42,127144,78416,28056,21144,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2542880.0,1568320.0,561120.0,422880.0,0.32954545454545453,0.3333333333333333
62,3,86,58,28,20.35,23,17,6,18.43,121408,74360,27128,22568,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2428160.0,1487200.0,542560.0,451360.0,0.32558139534883723,0.2608695652173913
63,4,85,56,29,20.12,23,17,6,18.35,117016,71496,26872,22440,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2340320.0,1429920.0,537440.0,448800.0,0.3411764705882353,0.2608695652173913
64,5,90,58,32,20.71,23,17,6,19.61,125528,75056,28144,23712,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2510560.0,1501120.0,562880.0,474240.0,0.35555555555555557,0.2608695652173913
65,6,92,55,37,21.34,22,16,6,19.36,128376,70528,25544,21112,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2567520.0,1410560.0,510880.0,422240.0,0.40217391304347827,0.2727272727272727
66,7,85,53,32,20.68,26,16,10,20.12,112904,65368,35016,21864,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2258080.0,1307360.0,700320.0,437280.0,0.3764705882352941,0.38461538461538464
67,8,88,54,34,19.88,24,15,9,19.42,119456,69448,32320,19472,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2389120.0,1388960.0,646400.0,389440.0,0.38636363636363635,0.375
68,9,85,55,30,20.66,26,16,10,19.27,115960,70496,35128,20256,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2319200.0,1409920.0,702560.0,405120.0,0.35294117647058826,0.38461538461538464
69,10,92,53,39,21.08,24,14,10,19.58,119368,68464,32992,18168,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2387360.0,1369280.0,659840.0,363360.0,0.42391304347826086,0.4166666666666667
70,11,91,54,37,20.8,22,14,8,20.32,115592,69216,32912,18168,7,5000000,51,5,241220-105425,1500,5000000,8.24e-05,1000000,2311840.0,1384320.0,658240.0,363360.0,0.4065934065934066,0.36363636363636365
